housing,contact,month,duration,poutcome,y
yes,cellular,aug,880,other,2
yes,cellular,aug,153,success,1
yes,cellular,aug,260,other,2
yes,cellular,aug,142,failure,1
yes,cellular,aug,99,unknown,1
no,cellular,aug,70,unknown,1
no,cellular,aug,211,unknown,2
no,cellular,aug,224,unknown,1
no,telephone,aug,159,success,1
yes,cellular,aug,313,failure,1
yes,cellular,aug,80,failure,1
no,cellular,aug,219,failure,1
yes,cellular,aug,308,success,2
no,cellular,aug,43,failure,1
no,cellular,aug,116,unknown,1
no,cellular,aug,75,unknown,1
no,cellular,aug,152,unknown,1
no,cellular,aug,348,unknown,2
no,telephone,aug,199,unknown,2
no,cellular,aug,551,unknown,1
no,cellular,aug,80,unknown,1
no,cellular,aug,286,unknown,2
no,cellular,aug,156,unknown,1
yes,cellular,aug,97,unknown,1
no,cellular,aug,220,unknown,2
no,telephone,aug,122,other,1
no,cellular,aug,237,failure,1
yes,cellular,aug,115,unknown,1
no,telephone,aug,123,unknown,1
yes,cellular,aug,125,unknown,1
yes,cellular,aug,123,success,1
no,cellular,aug,366,unknown,1
no,cellular,aug,343,failure,2
yes,cellular,aug,711,unknown,2
no,cellular,aug,628,other,1
no,cellular,aug,192,unknown,1
yes,cellular,aug,80,failure,1
no,telephone,aug,119,failure,1
no,cellular,aug,606,success,2
yes,cellular,aug,156,failure,2
no,cellular,aug,109,unknown,1
no,cellular,aug,33,unknown,1
yes,cellular,aug,460,unknown,2
no,cellular,aug,134,failure,1
no,cellular,aug,243,unknown,1
no,cellular,aug,65,unknown,1
no,cellular,aug,177,unknown,1
no,cellular,aug,61,failure,1
no,telephone,aug,205,unknown,2
no,cellular,aug,543,failure,1
no,cellular,aug,147,failure,1
no,telephone,aug,215,failure,2
no,cellular,aug,161,failure,2
no,cellular,aug,90,unknown,1
no,cellular,aug,101,unknown,1
no,telephone,aug,108,unknown,1
no,cellular,aug,237,unknown,2
yes,cellular,aug,210,failure,1
no,cellular,aug,101,unknown,1
yes,cellular,aug,360,unknown,1
no,cellular,aug,148,failure,2
no,cellular,aug,117,unknown,1
no,cellular,aug,363,unknown,1
yes,cellular,aug,216,unknown,2
no,cellular,aug,193,success,2
no,cellular,aug,370,unknown,2
yes,cellular,aug,532,failure,2
no,cellular,aug,307,unknown,1
no,cellular,aug,197,failure,1
no,telephone,aug,280,unknown,1
no,cellular,aug,441,unknown,2
no,cellular,aug,431,unknown,1
no,cellular,aug,220,other,1
no,telephone,aug,578,unknown,1
no,cellular,aug,250,failure,1
no,cellular,aug,207,unknown,1
no,cellular,aug,574,success,2
no,cellular,aug,399,success,1
no,cellular,aug,65,unknown,1
no,telephone,aug,2027,unknown,1
no,cellular,aug,238,unknown,2
yes,cellular,aug,768,failure,2
no,cellular,aug,225,unknown,2
yes,cellular,aug,89,unknown,1
yes,cellular,aug,263,other,1
no,cellular,aug,335,unknown,2
no,cellular,aug,240,other,2
no,cellular,aug,164,unknown,2
no,telephone,aug,170,unknown,1
no,cellular,aug,634,unknown,2
no,cellular,aug,232,unknown,2
no,cellular,aug,145,success,2
no,telephone,aug,328,failure,1
no,cellular,aug,195,other,2
no,cellular,aug,321,unknown,1
no,cellular,aug,196,unknown,1
no,cellular,aug,65,unknown,1
no,cellular,aug,338,unknown,2
no,cellular,aug,262,failure,1
no,cellular,aug,329,other,2
no,telephone,aug,84,unknown,1
no,cellular,aug,267,unknown,2
no,cellular,aug,474,unknown,2
no,cellular,aug,377,success,2
yes,cellular,aug,928,unknown,1
no,cellular,aug,110,unknown,1
no,cellular,aug,217,failure,2
yes,cellular,aug,168,unknown,1
no,cellular,aug,131,unknown,1
no,cellular,aug,147,failure,1
yes,cellular,aug,158,unknown,2
no,cellular,aug,151,unknown,1
no,cellular,aug,157,unknown,1
no,cellular,aug,99,failure,1
no,telephone,aug,91,unknown,1
no,cellular,aug,195,unknown,2
no,cellular,aug,184,unknown,2
no,cellular,aug,201,other,1
no,cellular,aug,293,other,2
yes,cellular,aug,65,unknown,1
no,cellular,aug,64,unknown,1
yes,cellular,aug,63,success,2
no,cellular,aug,78,unknown,2
no,cellular,aug,75,unknown,1
no,cellular,aug,180,unknown,1
yes,cellular,aug,273,success,2
no,cellular,aug,487,unknown,1
no,cellular,aug,228,other,2
no,cellular,aug,216,success,2
no,cellular,aug,54,failure,1
no,cellular,aug,139,unknown,1
yes,cellular,aug,102,failure,1
no,cellular,aug,406,unknown,1
no,cellular,aug,374,unknown,2
yes,cellular,aug,168,success,2
no,cellular,aug,97,unknown,1
no,cellular,aug,282,failure,1
yes,cellular,aug,158,unknown,2
no,cellular,aug,273,other,2
no,telephone,aug,104,unknown,1
no,cellular,aug,90,failure,1
yes,cellular,aug,200,failure,1
yes,cellular,aug,53,unknown,1
no,cellular,aug,298,unknown,1
no,cellular,aug,276,unknown,2
no,cellular,aug,531,success,2
no,cellular,aug,72,failure,1
no,cellular,aug,116,unknown,2
yes,cellular,aug,126,success,2
no,cellular,aug,252,unknown,2
no,cellular,aug,171,failure,1
yes,cellular,aug,343,success,2
yes,cellular,aug,419,success,1
no,cellular,aug,252,unknown,2
no,cellular,aug,534,unknown,2
no,cellular,aug,148,unknown,1
no,cellular,aug,200,unknown,1
yes,cellular,aug,744,success,2
no,cellular,aug,438,success,2
no,cellular,aug,73,failure,1
no,cellular,aug,62,unknown,1
no,cellular,aug,323,unknown,1
no,cellular,aug,130,success,2
no,cellular,aug,467,other,2
no,cellular,aug,190,success,1
no,cellular,aug,232,unknown,2
no,cellular,aug,315,other,1
no,telephone,aug,420,unknown,1
no,cellular,aug,401,unknown,1
no,cellular,aug,143,unknown,1
no,cellular,aug,79,success,1
no,cellular,aug,497,failure,1
no,cellular,aug,87,unknown,1
yes,cellular,aug,46,failure,1
no,telephone,aug,103,unknown,1
no,cellular,aug,188,unknown,1
yes,cellular,aug,79,success,1
yes,cellular,aug,52,failure,1
no,cellular,aug,158,unknown,1
no,telephone,aug,68,other,1
yes,cellular,aug,511,failure,2
yes,cellular,aug,192,success,2
no,cellular,aug,585,unknown,1
no,cellular,aug,83,failure,1
no,cellular,aug,53,unknown,1
no,telephone,aug,153,unknown,1
no,cellular,aug,41,unknown,1
no,cellular,aug,173,unknown,1
no,cellular,aug,279,failure,1
no,cellular,aug,47,failure,1
no,cellular,aug,130,unknown,2
yes,cellular,aug,76,unknown,1
no,cellular,aug,479,unknown,2
no,cellular,aug,412,unknown,2
no,cellular,aug,360,unknown,1
no,cellular,aug,242,success,2
no,cellular,aug,291,success,2
yes,cellular,aug,161,success,1
yes,cellular,aug,89,failure,1
yes,cellular,aug,78,other,1
no,telephone,aug,128,unknown,2
yes,telephone,aug,240,failure,1
yes,cellular,aug,79,failure,1
no,telephone,aug,314,unknown,2
no,cellular,aug,323,unknown,2
no,cellular,aug,76,success,1
no,cellular,aug,81,unknown,1
no,telephone,aug,185,unknown,1
no,telephone,aug,189,unknown,2
no,cellular,aug,103,unknown,1
no,cellular,aug,244,unknown,2
no,cellular,aug,186,unknown,2
no,cellular,aug,513,unknown,2
no,cellular,aug,624,unknown,2
yes,cellular,aug,257,failure,2
no,cellular,aug,143,failure,1
no,cellular,aug,115,failure,1
no,telephone,aug,170,unknown,2
no,cellular,aug,359,unknown,1
no,cellular,aug,197,unknown,1
no,cellular,aug,700,failure,2
no,cellular,aug,125,unknown,1
no,cellular,aug,64,other,1
yes,telephone,aug,157,other,2
yes,cellular,aug,259,success,2
no,cellular,aug,382,unknown,1
no,cellular,aug,154,other,1
no,cellular,aug,212,unknown,2
no,cellular,aug,445,unknown,2
no,cellular,aug,236,unknown,1
no,cellular,aug,148,other,1
yes,cellular,aug,398,failure,2
no,cellular,aug,81,success,2
no,cellular,aug,294,unknown,1
no,cellular,aug,119,success,1
no,cellular,aug,109,unknown,1
yes,cellular,aug,207,failure,1
no,cellular,aug,162,unknown,2
no,cellular,aug,125,failure,1
yes,cellular,aug,67,failure,1
no,cellular,aug,64,failure,1
no,telephone,aug,268,unknown,1
no,cellular,aug,248,unknown,1
yes,cellular,aug,121,failure,1
no,cellular,aug,90,failure,1
no,cellular,aug,81,failure,1
yes,cellular,aug,108,unknown,1
yes,cellular,aug,65,failure,1
no,telephone,aug,359,unknown,1
yes,cellular,aug,207,other,2
yes,cellular,aug,255,other,1
no,cellular,aug,622,unknown,2
yes,cellular,aug,173,other,2
no,cellular,aug,283,unknown,1
no,cellular,aug,129,failure,1
yes,cellular,aug,370,success,2
no,telephone,aug,36,unknown,1
no,cellular,aug,261,unknown,2
no,cellular,aug,94,unknown,1
no,cellular,aug,36,unknown,1
no,cellular,aug,247,unknown,1
no,cellular,aug,155,failure,2
no,cellular,aug,207,failure,2
no,cellular,aug,368,unknown,1
yes,cellular,aug,79,failure,1
no,cellular,aug,72,failure,1
no,cellular,aug,65,failure,1
no,cellular,aug,69,failure,1
yes,cellular,aug,102,failure,1
no,telephone,aug,245,unknown,1
no,cellular,aug,160,failure,2
yes,telephone,aug,473,success,2
no,cellular,aug,114,unknown,1
yes,cellular,aug,83,unknown,1
yes,cellular,aug,186,success,2
yes,cellular,aug,90,failure,1
yes,cellular,aug,81,other,1
yes,cellular,aug,267,failure,2
no,cellular,aug,104,unknown,1
yes,cellular,aug,106,failure,1
no,cellular,aug,470,failure,2
yes,cellular,aug,98,unknown,1
no,cellular,aug,271,unknown,2
no,telephone,aug,164,failure,1
no,telephone,aug,139,unknown,1
yes,cellular,aug,219,failure,2
no,cellular,aug,69,unknown,1
no,cellular,aug,89,unknown,1
yes,cellular,aug,268,unknown,2
no,cellular,aug,197,unknown,1
no,cellular,sep,81,other,1
no,cellular,sep,69,unknown,1
no,cellular,sep,108,success,1
no,telephone,sep,97,other,1
yes,cellular,sep,265,success,2
no,cellular,sep,157,unknown,1
no,cellular,sep,28,unknown,1
yes,telephone,sep,513,failure,1
no,cellular,sep,91,unknown,1
yes,cellular,sep,120,success,2
no,cellular,sep,109,unknown,1
yes,cellular,sep,115,unknown,1
no,telephone,sep,490,unknown,1
no,cellular,sep,76,unknown,1
no,cellular,sep,368,unknown,1
no,cellular,sep,86,unknown,1
no,cellular,sep,77,unknown,1
no,cellular,sep,212,unknown,2
no,cellular,sep,82,unknown,2
no,cellular,sep,181,failure,2
yes,cellular,sep,531,unknown,2
no,cellular,sep,516,failure,1
yes,cellular,sep,378,success,2
no,cellular,sep,140,unknown,2
no,cellular,sep,233,unknown,2
yes,cellular,sep,172,unknown,1
yes,cellular,sep,121,other,2
yes,cellular,sep,91,failure,1
yes,cellular,sep,232,failure,1
no,cellular,sep,114,unknown,1
no,cellular,sep,420,success,1
no,cellular,sep,260,success,2
no,telephone,sep,471,success,2
no,telephone,sep,225,unknown,1
no,cellular,sep,444,failure,2
yes,cellular,sep,144,failure,1
yes,cellular,sep,104,failure,1
no,cellular,sep,365,success,2
no,cellular,sep,331,other,2
no,cellular,sep,268,failure,1
no,cellular,sep,531,unknown,1
no,cellular,sep,167,success,1
yes,cellular,sep,81,failure,1
no,cellular,sep,733,success,2
no,cellular,sep,72,unknown,1
no,cellular,sep,299,unknown,2
yes,cellular,sep,187,unknown,1
no,telephone,sep,2055,unknown,1
no,cellular,sep,56,unknown,1
no,cellular,sep,316,unknown,2
no,cellular,sep,73,unknown,1
yes,cellular,sep,65,unknown,1
no,cellular,sep,328,success,2
yes,cellular,sep,256,failure,1
no,cellular,sep,520,unknown,2
yes,cellular,sep,730,failure,2
no,cellular,sep,181,unknown,1
no,telephone,sep,384,other,1
no,cellular,sep,369,unknown,1
no,telephone,sep,101,unknown,1
no,cellular,sep,205,unknown,1
yes,cellular,sep,128,unknown,1
no,cellular,sep,113,other,1
no,cellular,sep,879,unknown,2
no,cellular,sep,293,success,2
yes,cellular,sep,230,success,2
no,telephone,sep,770,unknown,2
no,cellular,sep,563,other,2
no,cellular,sep,123,unknown,1
no,cellular,sep,313,unknown,1
no,cellular,sep,156,failure,1
no,cellular,sep,434,other,2
yes,cellular,sep,171,failure,1
no,cellular,sep,154,unknown,1
yes,cellular,sep,112,unknown,1
no,telephone,sep,113,unknown,1
no,cellular,sep,244,unknown,1
no,cellular,sep,589,failure,1
no,telephone,sep,569,unknown,2
no,cellular,sep,281,success,2
no,cellular,sep,350,success,2
no,telephone,sep,456,unknown,1
no,cellular,sep,219,unknown,2
no,cellular,sep,497,unknown,2
no,telephone,sep,221,failure,1
no,cellular,sep,669,other,1
no,cellular,sep,133,unknown,1
no,cellular,sep,99,unknown,1
no,telephone,sep,289,unknown,1
no,cellular,sep,92,failure,1
yes,cellular,sep,89,success,1
no,cellular,sep,97,unknown,1
yes,cellular,sep,211,failure,2
yes,cellular,sep,82,failure,1
no,cellular,sep,394,unknown,1
no,cellular,sep,587,unknown,2
no,cellular,sep,537,unknown,1
no,telephone,sep,147,unknown,1
no,cellular,sep,510,unknown,1
yes,cellular,sep,351,success,2
no,cellular,sep,231,success,2
no,cellular,sep,274,unknown,1
no,cellular,sep,800,failure,2
no,cellular,sep,310,other,1
no,cellular,sep,107,unknown,1
no,cellular,sep,98,unknown,1
no,cellular,sep,57,unknown,1
yes,telephone,sep,201,failure,1
no,cellular,sep,293,unknown,2
no,cellular,sep,495,success,2
yes,cellular,sep,214,failure,1
no,cellular,sep,206,unknown,2
no,cellular,sep,221,unknown,1
no,cellular,sep,261,success,2
no,cellular,sep,169,unknown,2
yes,cellular,sep,219,unknown,1
no,cellular,sep,165,success,2
no,cellular,sep,445,unknown,2
no,cellular,sep,167,failure,1
no,cellular,sep,260,success,2
yes,cellular,sep,137,unknown,2
no,cellular,sep,519,failure,2
no,cellular,sep,233,success,1
yes,cellular,sep,76,unknown,1
no,cellular,sep,140,unknown,2
yes,cellular,sep,108,success,2
no,cellular,sep,400,success,2
no,cellular,sep,191,unknown,1
no,cellular,sep,421,success,1
no,telephone,sep,376,unknown,2
no,telephone,sep,298,unknown,2
no,cellular,sep,121,unknown,1
no,cellular,sep,475,unknown,2
no,telephone,sep,276,failure,2
no,cellular,sep,71,success,1
no,cellular,sep,394,unknown,2
no,cellular,sep,569,unknown,2
no,cellular,sep,234,failure,2
no,cellular,sep,408,unknown,2
no,telephone,sep,214,failure,2
yes,cellular,sep,105,failure,1
no,cellular,sep,345,unknown,2
yes,cellular,sep,397,unknown,2
no,telephone,sep,488,unknown,1
no,cellular,sep,324,unknown,1
no,cellular,sep,344,failure,2
no,cellular,sep,372,unknown,1
no,telephone,sep,595,unknown,1
yes,cellular,sep,307,failure,1
no,cellular,sep,511,unknown,1
no,telephone,sep,494,unknown,1
no,telephone,sep,277,unknown,1
yes,cellular,sep,344,unknown,2
no,telephone,sep,145,unknown,1
yes,cellular,sep,223,unknown,1
no,cellular,sep,278,failure,2
yes,cellular,sep,259,success,2
no,cellular,sep,105,unknown,1
no,cellular,sep,84,unknown,2
yes,cellular,sep,185,success,2
yes,cellular,sep,107,unknown,1
no,cellular,sep,276,unknown,1
no,cellular,sep,342,unknown,1
yes,telephone,sep,230,unknown,2
no,cellular,sep,199,unknown,1
no,cellular,sep,90,unknown,1
no,cellular,sep,324,unknown,1
no,cellular,sep,122,failure,1
no,cellular,sep,96,unknown,1
no,cellular,sep,260,success,2
no,cellular,sep,135,unknown,1
yes,cellular,sep,129,unknown,1
no,cellular,sep,339,failure,1
yes,cellular,sep,146,other,1
yes,cellular,sep,212,unknown,2
no,cellular,sep,336,other,1
no,cellular,sep,285,unknown,2
no,cellular,sep,91,success,2
no,cellular,sep,158,unknown,1
yes,unknown,sep,91,other,2
no,cellular,sep,113,failure,1
no,cellular,sep,210,unknown,2
yes,cellular,sep,108,failure,2
yes,cellular,sep,100,unknown,2
no,cellular,sep,106,unknown,2
no,cellular,sep,240,unknown,1
no,telephone,sep,240,other,2
no,cellular,sep,658,other,2
no,telephone,sep,290,unknown,2
yes,cellular,sep,335,unknown,2
no,cellular,sep,155,unknown,1
no,cellular,sep,99,unknown,1
yes,cellular,sep,112,other,1
yes,telephone,sep,185,unknown,2
no,cellular,sep,85,unknown,1
no,cellular,sep,394,unknown,1
no,cellular,sep,961,unknown,2
no,cellular,sep,161,unknown,1
no,cellular,sep,170,failure,2
yes,telephone,sep,722,unknown,2
no,cellular,sep,150,success,2
yes,cellular,sep,1962,failure,2
no,cellular,sep,215,unknown,2
no,cellular,sep,107,success,2
no,cellular,sep,173,failure,2
no,cellular,sep,89,success,2
no,cellular,sep,875,unknown,2
no,cellular,sep,208,success,1
no,cellular,sep,126,other,2
no,cellular,sep,91,success,2
no,cellular,sep,106,success,2
no,cellular,sep,103,failure,1
no,cellular,sep,925,success,2
no,cellular,sep,109,success,1
no,cellular,sep,188,success,1
no,cellular,sep,1702,success,2
no,cellular,sep,153,success,2
no,cellular,sep,106,unknown,1
yes,cellular,sep,152,success,2
no,cellular,sep,169,failure,1
no,cellular,sep,177,unknown,1
no,telephone,sep,994,unknown,1
no,cellular,sep,292,unknown,2
no,cellular,sep,387,unknown,2
yes,cellular,sep,99,failure,1
no,cellular,sep,267,unknown,1
no,cellular,sep,657,unknown,1
no,cellular,sep,246,unknown,1
no,cellular,sep,613,unknown,1
yes,cellular,sep,113,failure,1
no,cellular,sep,543,unknown,2
yes,unknown,sep,22,success,1
no,cellular,sep,890,unknown,2
no,cellular,sep,267,failure,2
no,cellular,sep,115,unknown,2
no,cellular,sep,1104,other,2
no,cellular,sep,1551,failure,1
no,telephone,sep,773,success,2
no,cellular,sep,83,success,2
no,cellular,sep,159,failure,1
no,cellular,sep,173,success,2
yes,cellular,sep,239,success,2
no,cellular,sep,369,unknown,2
no,cellular,sep,1353,unknown,1
no,cellular,sep,299,success,2
no,cellular,sep,205,unknown,1
no,cellular,sep,62,unknown,1
yes,cellular,sep,91,failure,1
no,cellular,sep,261,unknown,2
no,cellular,sep,168,failure,1
no,cellular,sep,55,other,1
no,cellular,sep,491,unknown,1
no,cellular,sep,144,unknown,1
no,cellular,sep,105,unknown,1
no,cellular,sep,692,unknown,2
no,cellular,sep,399,unknown,1
no,cellular,sep,139,unknown,1
no,cellular,sep,114,other,1
no,cellular,sep,64,failure,1
no,cellular,sep,85,unknown,1
yes,cellular,sep,74,unknown,1
yes,cellular,sep,79,unknown,1
no,cellular,sep,210,unknown,2
no,cellular,sep,242,failure,1
no,cellular,sep,500,failure,1
no,cellular,sep,299,unknown,2
no,cellular,sep,294,other,2
no,telephone,sep,80,unknown,1
no,cellular,sep,341,success,2
no,cellular,sep,87,failure,1
yes,telephone,sep,316,other,2
no,cellular,sep,159,failure,2
yes,cellular,sep,75,failure,1
no,cellular,sep,138,unknown,1
no,cellular,sep,134,other,1
no,cellular,sep,117,success,2
no,cellular,sep,195,unknown,1
no,cellular,sep,585,unknown,1
no,telephone,sep,234,unknown,2
no,cellular,sep,314,success,1
no,telephone,sep,431,success,1
no,telephone,sep,992,unknown,2
no,cellular,oct,305,success,2
yes,cellular,oct,86,failure,1
no,cellular,oct,760,unknown,1
no,cellular,oct,194,success,2
no,cellular,oct,302,success,1
yes,cellular,oct,66,unknown,1
no,cellular,oct,199,unknown,1
no,cellular,oct,120,unknown,1
no,telephone,oct,215,unknown,1
no,cellular,oct,237,failure,1
no,cellular,oct,168,success,1
no,telephone,oct,321,unknown,1
no,cellular,oct,395,failure,1
no,telephone,oct,258,failure,1
yes,cellular,oct,250,other,1
no,cellular,oct,99,unknown,1
no,cellular,oct,477,unknown,1
yes,cellular,oct,67,failure,1
no,cellular,oct,81,unknown,1
no,cellular,oct,238,success,2
no,cellular,oct,101,unknown,2
no,telephone,oct,90,unknown,1
yes,cellular,oct,82,failure,1
yes,cellular,oct,137,failure,2
no,cellular,oct,152,unknown,1
no,cellular,oct,214,unknown,1
no,cellular,oct,502,other,2
no,cellular,oct,194,success,2
no,cellular,oct,849,success,2
no,telephone,oct,382,unknown,1
no,cellular,oct,462,unknown,1
no,cellular,oct,91,unknown,1
no,cellular,oct,160,success,1
no,cellular,oct,83,success,1
yes,cellular,oct,121,unknown,1
no,cellular,oct,215,unknown,2
yes,cellular,oct,88,failure,1
no,cellular,oct,89,failure,1
no,cellular,oct,205,unknown,1
no,cellular,oct,408,failure,1
no,cellular,oct,144,unknown,2
no,cellular,oct,728,unknown,2
no,cellular,oct,63,failure,1
no,cellular,oct,526,unknown,1
no,cellular,oct,96,unknown,1
no,cellular,oct,384,unknown,2
no,cellular,oct,125,unknown,1
no,cellular,oct,572,unknown,1
no,cellular,oct,480,success,2
no,cellular,oct,296,unknown,2
no,cellular,oct,692,unknown,1
no,telephone,oct,89,other,1
yes,cellular,oct,323,unknown,1
no,telephone,oct,191,unknown,1
yes,cellular,oct,371,failure,2
no,cellular,oct,130,unknown,1
no,cellular,oct,201,failure,2
yes,cellular,oct,867,success,1
no,cellular,oct,90,unknown,1
no,cellular,oct,290,failure,2
no,cellular,oct,301,failure,1
no,telephone,oct,73,unknown,1
no,cellular,oct,180,failure,1
yes,cellular,oct,271,failure,1
no,telephone,oct,88,unknown,1
yes,cellular,oct,73,unknown,1
no,cellular,oct,525,unknown,1
no,cellular,oct,223,unknown,1
no,cellular,oct,335,unknown,2
no,cellular,oct,1386,unknown,1
no,cellular,oct,90,unknown,1
no,cellular,oct,352,unknown,1
no,cellular,oct,113,unknown,1
yes,cellular,oct,147,other,2
no,cellular,oct,403,success,1
no,cellular,oct,189,unknown,1
no,cellular,oct,152,unknown,1
no,cellular,oct,148,unknown,1
no,telephone,oct,259,unknown,1
no,cellular,oct,78,other,1
no,cellular,oct,92,failure,1
yes,cellular,oct,97,unknown,1
yes,cellular,oct,234,success,2
yes,cellular,oct,667,other,2
no,cellular,oct,137,unknown,2
no,telephone,oct,153,success,2
no,cellular,oct,676,unknown,1
no,cellular,oct,611,success,2
no,cellular,oct,266,success,2
no,cellular,oct,1106,unknown,2
no,cellular,oct,181,unknown,1
no,cellular,oct,79,unknown,1
no,telephone,oct,261,success,2
yes,cellular,oct,268,failure,1
no,cellular,oct,105,unknown,2
no,cellular,oct,511,failure,2
no,cellular,oct,138,unknown,2
no,cellular,oct,180,unknown,2
no,cellular,oct,92,unknown,1
no,cellular,oct,766,failure,1
yes,cellular,oct,146,unknown,2
no,telephone,oct,99,success,1
no,cellular,oct,99,other,1
no,telephone,oct,95,unknown,1
no,telephone,oct,88,unknown,1
no,cellular,oct,251,other,1
no,cellular,oct,135,failure,1
yes,cellular,oct,63,unknown,1
yes,cellular,oct,306,success,1
no,cellular,oct,61,unknown,1
no,cellular,oct,78,failure,1
yes,cellular,oct,98,unknown,1
yes,cellular,oct,167,unknown,1
no,telephone,oct,120,unknown,1
no,cellular,oct,92,failure,1
no,cellular,oct,411,unknown,2
no,cellular,oct,79,unknown,2
yes,cellular,oct,1226,unknown,2
no,cellular,oct,242,failure,2
yes,cellular,oct,845,failure,1
no,cellular,oct,227,unknown,1
no,cellular,oct,182,unknown,1
no,cellular,oct,213,unknown,1
no,cellular,oct,285,other,1
no,telephone,oct,200,unknown,1
no,cellular,oct,169,other,1
no,cellular,oct,221,success,2
yes,cellular,oct,210,success,2
yes,cellular,oct,75,failure,1
yes,cellular,oct,404,other,1
no,cellular,oct,1573,failure,1
no,cellular,oct,896,success,2
no,cellular,oct,301,unknown,2
no,cellular,oct,204,failure,2
no,telephone,oct,1003,unknown,2
no,cellular,oct,123,unknown,1
no,cellular,oct,78,unknown,1
no,telephone,oct,120,unknown,1
no,cellular,oct,216,failure,2
no,cellular,oct,201,success,1
no,cellular,oct,84,success,2
no,telephone,oct,958,unknown,2
yes,cellular,oct,146,failure,1
yes,cellular,oct,117,unknown,1
yes,cellular,oct,113,success,1
yes,cellular,oct,104,failure,1
yes,cellular,oct,727,other,1
no,cellular,oct,404,unknown,1
no,cellular,oct,79,unknown,1
yes,cellular,oct,108,unknown,1
yes,cellular,oct,71,unknown,1
no,cellular,oct,122,unknown,1
no,cellular,oct,80,unknown,1
no,cellular,oct,595,unknown,1
no,telephone,oct,290,unknown,2
no,cellular,oct,166,unknown,1
no,cellular,oct,632,unknown,1
no,cellular,oct,441,failure,2
no,cellular,oct,86,failure,1
yes,cellular,oct,73,unknown,1
no,cellular,oct,125,unknown,1
no,telephone,oct,280,unknown,1
no,cellular,oct,103,unknown,1
no,cellular,oct,138,other,1
no,telephone,oct,172,unknown,1
no,cellular,oct,634,unknown,1
no,cellular,oct,206,unknown,1
no,telephone,oct,442,unknown,1
no,cellular,oct,522,unknown,1
yes,cellular,oct,76,failure,1
yes,cellular,oct,241,success,1
no,cellular,oct,244,unknown,1
no,cellular,oct,68,unknown,1
no,cellular,oct,244,success,2
no,cellular,oct,231,unknown,1
no,cellular,oct,96,success,1
no,telephone,oct,485,failure,2
no,cellular,oct,126,unknown,1
no,cellular,oct,457,unknown,2
no,cellular,oct,134,success,2
yes,cellular,oct,246,unknown,1
yes,telephone,oct,166,success,2
no,telephone,oct,227,unknown,1
no,cellular,oct,570,failure,2
no,cellular,oct,138,unknown,1
no,cellular,oct,115,failure,2
no,telephone,oct,186,failure,2
no,cellular,oct,847,success,2
no,telephone,oct,181,unknown,1
no,cellular,oct,154,failure,2
no,cellular,oct,55,unknown,1
no,cellular,oct,1580,unknown,1
no,cellular,oct,258,unknown,2
no,cellular,oct,170,success,2
no,cellular,oct,154,unknown,2
no,cellular,oct,109,unknown,1
no,cellular,oct,131,success,1
no,cellular,oct,141,failure,1
yes,cellular,oct,95,unknown,1
no,cellular,oct,622,failure,1
no,telephone,oct,128,unknown,1
no,cellular,oct,306,unknown,2
no,cellular,oct,165,failure,1
no,telephone,oct,434,failure,2
no,cellular,oct,108,unknown,1
no,cellular,oct,447,failure,2
no,cellular,oct,156,unknown,2
no,cellular,oct,324,failure,2
no,cellular,oct,717,unknown,2
yes,cellular,oct,283,failure,1
no,cellular,oct,136,unknown,2
no,cellular,oct,343,unknown,2
no,cellular,oct,115,unknown,1
no,cellular,oct,143,unknown,1
no,cellular,oct,131,unknown,2
yes,cellular,oct,131,failure,1
no,cellular,oct,238,unknown,1
no,cellular,oct,98,unknown,2
no,cellular,oct,1020,unknown,1
no,cellular,oct,123,unknown,1
no,cellular,oct,534,unknown,1
no,cellular,oct,82,unknown,1
no,cellular,oct,116,unknown,1
no,cellular,oct,120,unknown,1
no,cellular,oct,217,unknown,1
no,telephone,oct,123,unknown,1
no,cellular,oct,54,unknown,1
no,cellular,oct,169,unknown,1
no,cellular,oct,167,unknown,1
no,cellular,oct,385,unknown,2
no,telephone,oct,233,success,2
no,telephone,oct,323,unknown,1
no,cellular,oct,79,unknown,1
no,cellular,oct,79,failure,1
no,cellular,oct,233,failure,1
yes,telephone,oct,208,failure,1
no,telephone,oct,270,unknown,1
yes,cellular,oct,123,unknown,1
no,telephone,oct,1745,failure,1
no,cellular,oct,328,unknown,2
no,telephone,oct,2187,unknown,1
no,cellular,oct,59,failure,1
no,cellular,oct,164,failure,1
no,cellular,oct,92,failure,1
no,cellular,oct,332,failure,2
no,cellular,oct,148,success,2
no,cellular,oct,107,other,1
no,telephone,oct,513,unknown,2
no,telephone,oct,373,unknown,2
no,cellular,oct,213,unknown,2
yes,cellular,oct,304,failure,1
yes,cellular,oct,349,success,2
no,cellular,oct,595,success,2
no,cellular,oct,76,unknown,1
no,telephone,oct,251,unknown,1
yes,cellular,oct,427,unknown,2
no,cellular,oct,676,failure,2
no,cellular,oct,192,success,2
no,cellular,oct,828,failure,2
yes,cellular,oct,576,success,2
no,cellular,oct,110,failure,1
no,cellular,oct,180,other,1
no,cellular,oct,825,success,2
no,telephone,oct,129,unknown,1
no,cellular,oct,1206,unknown,1
no,cellular,oct,467,success,2
no,cellular,oct,512,success,2
no,cellular,oct,99,unknown,1
no,telephone,oct,749,unknown,2
no,cellular,oct,135,unknown,2
yes,cellular,oct,307,success,2
yes,cellular,oct,287,unknown,2
